0.132,031,665,8 s
0.106,023,518,5 s
0.061,340,021,3 s
0.039,785,629,2 s
0.051,929,179,9 s
0.055,816,911,4 s
0.199,080,477,8 s
0.105,244,360,3 s
0.046,300,577,1 s
0.075,972,118,1 s
0.233,916,006,0 s
0.056,341,555,9 s
0.051,359,941,9 s
0.064,174,381,7 s
0.042,328,893,2 s
0.063,291,151,0 s
0.074,622,019,2 s
0.121,727,698,1 s
0.020,269,755,4 s
0.163,495,552,7 s
0.100,418,054,3 s
0.081,174,601,0 s
0.105,962,911,0 s
0.144,460,431,5 s
0.108,601,443,7 s
0.178,860,855,7 s
0.132,114,663,7 s
0.089,261,728,9 s
0.044,059,858,8 s
0.086,570,292,8 s
0.041,949,658,5 s
0.106,348,477,8 s
0.101,731,532,4 s
0.036,336,603,5 s
0.210,599,945,3 s
0.171,051,516,7 s
0.115,935,830,8 s
0.040,142,967,8 s
0.326,662,867,0 s
0.057,248,556,0 s
0.161,826,969,0 s
0.074,109,699,3 s
0.063,657,817,0 s
0.075,632,389,7 s
0.088,976,835,7 s
0.130,003,281,5 s
0.032,600,059,0 s
0.071,323,383,7 s
0.217,530,807,7 s
0.148,123,756,5 s
0.309,923,160,7 s
0.069,456,355,5 s
0.137,079,176,2 s
0.038,157,835,2 s
0.128,764,241,7 s
0.202,088,619,8 s
0.023,454,367,5 s
0.113,523,318,5 s
0.097,468,281,5 s
0.116,520,457,2 s
0.073,124,932,0 s
0.109,482,692,0 s
0.089,608,641,7 s
0.069,962,950,9 s
0.118,709,677,7 s
0.071,269,374,3 s
0.117,505,855,2 s
0.036,734,221,0 s
0.114,156,245,2 s
0.077,967,140,4 s
0.028,467,504,0 s
0.070,328,963,5 s
0.061,981,705,0 s
0.036,703,909,1 s
0.030,302,438,3 s
0.185,274,624,7 s
0.058,411,169,1 s
0.099,818,175,8 s
0.080,514,617,0 s
0.048,229,399,9 s
0.045,488,320,8 s
0.056,050,447,5 s
0.091,654,347,8 s
0.093,152,120,5 s
0.050,933,006,7 s
0.117,234,381,9 s
0.325,239,659,0 s
0.085,941,059,8 s
0.167,606,691,0 s
0.150,358,169,2 s
0.153,595,360,8 s
0.063,667,890,2 s
0.096,740,431,3 s
0.031,209,280,1 s
0.303,910,264,7 s
0.056,222,289,6 s
0.061,585,334,2 s
0.042,400,897,5 s
0.079,627,163,8 s
0.250,336,768,0 s
0.092,739,924,2 s
0.087,895,386,0 s
0.056,002,468,1 s
0.050,633,360,0 s
0.200,739,597,7 s
0.171,226,439,5 s
0.043,669,394,1 s
0.071,088,024,6 s
0.125,206,387,0 s
0.094,445,391,3 s
0.101,926,517,0 s
0.195,484,609,8 s
0.096,554,588,5 s
0.079,542,057,2 s
0.034,164,372,8 s
0.138,662,495,5 s
0.138,240,946,0 s
0.090,760,781,5 s
0.149,263,130,8 s
0.121,435,460,0 s
0.196,375,359,0 s
0.158,173,526,5 s
0.073,616,782,2 s
0.070,480,968,9 s
0.130,011,711,7 s
0.030,924,355,2 s
0.086,591,515,0 s
0.080,670,216,2 s
0.164,467,016,8 s
0.026,871,487,9 s
0.118,613,269,2 s
0.276,471,455,5 s
0.080,905,341,7 s
0.030,529,914,3 s
0.076,468,058,2 s
0.153,926,221,8 s
0.113,414,075,2 s
0.069,502,067,7 s
0.053,190,926,5 s
0.067,735,229,8 s
0.085,226,652,7 s
0.122,538,741,5 s
0.057,357,366,5 s
0.093,298,495,5 s
0.100,984,746,3 s
0.176,922,698,0 s
0.022,349,716,3 s
0.060,248,090,8 s
0.050,919,374,0 s
0.097,183,681,0 s
0.138,631,199,2 s
0.185,088,948,0 s
0.140,755,008,7 s
0.088,169,682,8 s
0.046,250,740,8 s
0.110,715,360,1 s
0.110,572,207,7 s
0.321,361,202,0 s
0.041,623,609,8 s
0.089,460,277,2 s
0.092,541,156,3 s
0.107,990,270,8 s
0.053,482,209,8 s
0.097,520,587,2 s
0.094,116,373,2 s
0.179,652,331,0 s
0.106,848,508,5 s
0.123,296,125,0 s
0.081,644,239,8 s
0.052,233,700,5 s
0.103,444,189,8 s
0.108,408,911,5 s
0.036,333,859,5 s
0.063,425,766,1 s
0.101,236,162,7 s
0.107,691,962,5 s
0.072,115,965,5 s
0.118,853,121,5 s
0.107,961,805,0 s
0.070,252,604,2 s
0.107,514,686,2 s
0.036,716,548,6 s
0.076,790,184,7 s
0.145,060,673,3 s
0.061,516,939,2 s
0.109,933,297,5 s
0.136,719,330,8 s
0.042,840,031,7 s
0.127,358,925,5 s
0.152,039,442,5 s
0.384,615,306,5 s
0.056,323,257,3 s
0.039,571,486,7 s
0.061,829,239,7 s
0.105,076,955,5 s
0.168,692,551,0 s
0.127,975,188,5 s
0.114,129,403,0 s
0.150,671,062,2 s
0.232,123,934,5 s
0.139,474,442,0 s
0.103,743,398,1 s
0.085,870,420,3 s
0.102,328,357,3 s
0.037,632,109,3 s
0.094,921,006,2 s
0.071,802,114,9 s
0.104,079,692,9 s
0.031,221,097,5 s
0.147,421,471,5 s
0.168,309,898,7 s
0.071,274,843,7 s
0.090,227,672,0 s
0.173,626,057,2 s
0.031,372,208,7 s
0.193,700,898,5 s
0.313,545,574,3 s
0.081,276,222,0 s
0.052,210,977,5 s
0.085,370,599,0 s
0.076,532,918,0 s
0.275,186,541,8 s
0.079,080,073,5 s
0.044,113,176,2 s
0.101,481,139,8 s
0.075,432,878,0 s
0.111,722,004,0 s
0.124,276,690,7 s
0.051,999,844,8 s
0.090,570,800,2 s
0.342,854,800,0 s
0.123,818,396,0 s
0.083,725,405,2 s
0.107,847,006,5 s
0.074,934,634,6 s
0.126,996,349,5 s
0.062,965,094,3 s
0.189,689,508,7 s
0.130,629,113,5 s
0.194,738,137,5 s
0.039,767,267,7 s
0.041,951,743,5 s
0.271,246,943,2 s
0.100,221,523,0 s
0.051,524,496,5 s
0.158,062,779,5 s
0.071,922,245,2 s
0.174,005,661,4 s
0.048,921,698,3 s
0.052,705,758,6 s
0.065,081,276,5 s
0.045,532,881,0 s
0.074,931,626,3 s
0.096,583,907,5 s
0.156,959,659,7 s
0.080,500,208,2 s
0.093,159,336,5 s
0.065,057,199,8 s
0.096,185,699,1 s
0.073,451,462,7 s
0.107,920,897,3 s
0.125,677,842,7 s
0.123,471,499,0 s
0.049,996,836,3 s
0.060,547,174,3 s
0.134,445,846,0 s
0.158,085,479,8 s
0.077,688,121,2 s
0.136,118,019,0 s
0.036,753,020,2 s
0.162,363,479,8 s
0.097,331,771,2 s
0.040,728,526,3 s
0.080,685,824,6 s
0.157,569,203,7 s
0.098,111,842,2 s
0.095,991,107,5 s
0.119,909,989,3 s
0.071,269,046,3 s
0.081,443,131,2 s
0.074,379,792,5 s
0.083,168,816,3 s
0.084,370,578,5 s
0.252,681,564,2 s
0.104,718,906,0 s
0.137,143,847,3 s
0.135,059,985,2 s
0.123,844,282,2 s
0.128,981,833,2 s
0.131,033,287,5 s
0.049,341,893,2 s
0.120,288,484,5 s
0.040,365,387,4 s
0.089,601,738,2 s
0.247,422,628,5 s
0.236,010,126,0 s
0.218,924,346,0 s
0.129,113,527,8 s
0.045,431,063,0 s
0.166,353,858,7 s
0.254,384,219,0 s
0.061,764,358,9 s
0.231,013,270,8 s
0.159,657,055,0 s
0.058,861,063,2 s
0.150,756,403,5 s
0.220,072,667,2 s
0.055,607,900,9 s
0.123,854,571,3 s
0.126,217,739,8 s
0.151,262,300,0 s
0.189,001,688,2 s
0.039,099,502,1 s
0.049,709,864,5 s
0.097,576,791,7 s
0.025,943,648,6 s
0.065,643,202,5 s
0.036,072,541,0 s
0.045,890,390,0 s
0.105,344,054,5 s
0.123,268,113,0 s
0.039,288,129,6 s
0.098,360,203,8 s
0.032,135,038,0 s
0.072,008,462,7 s
0.103,567,724,0 s
0.061,758,877,5 s
0.060,105,521,0 s
0.082,985,359,0 s
0.178,170,019,2 s
0.125,101,779,0 s
0.082,452,288,2 s
0.220,476,290,7 s
0.075,105,353,2 s
0.166,478,519,0 s
0.135,585,905,2 s
0.049,268,385,3 s
0.095,102,187,5 s
0.040,580,379,6 s
0.043,226,835,8 s
0.036,538,893,5 s
0.032,758,865,9 s
0.061,708,073,0 s
0.116,047,748,7 s
0.026,534,327,8 s
0.062,768,912,3 s
0.205,214,903,0 s
0.116,112,190,8 s
0.160,467,082,3 s
0.143,141,688,3 s
0.064,636,513,3 s
0.141,429,879,5 s
0.088,921,965,2 s
0.053,808,388,7 s
0.131,502,834,0 s
0.089,189,098,2 s
0.112,631,176,3 s
0.077,105,587,0 s
0.117,800,768,7 s
0.032,511,731,9 s
0.191,088,473,7 s
0.071,798,945,5 s
0.058,201,260,8 s
0.138,180,762,0 s
0.035,633,521,3 s
0.046,316,190,4 s
0.075,073,598,2 s
0.073,040,762,0 s
0.076,820,020,5 s
0.032,057,291,2 s
0.160,627,101,2 s
0.052,514,185,4 s
0.055,703,957,5 s
0.055,919,492,3 s
0.067,537,465,0 s
0.136,718,406,5 s
0.108,039,487,7 s
0.053,079,889,7 s
0.180,516,222,0 s
0.101,548,070,7 s
0.181,700,693,0 s
0.162,403,615,5 s
